cnty,year,legid,district,dtv,dm,rd,p1s,p1v,p2s,p2v,p3s,p3v,p4s,p4v,p5s,p5v,p6s,p6v,p7s,p7v,p8s,p8v,p9s,p9v,p10s,p10v,p11s,p11v,p12s,p12v,p13s,p13v,p14s,p14v,p15s,p15v,p16s,p16v,p17s,p17v,p18s,p18v,p19s,p19v,p20s,p20v,p21s,p21v,p22s,p22v,p23s,p23v,p24s,p24v,p25s,p25v,p26s,p26v,p27s,p27v,p28s,p28v,p29s,p29v,p30s,p30v,p31s,p31v,p32s,p32v,p33s,p33v,p34s,p34v,p35s,p35v,p36s,p36v,p37s,p37v,p38s,p38v,p39s,p39v,p40s,p40v,p41s,p41v,p42s,p42v,p43s,p43v,p44s,p44v,p45s,p45v,p46s,p46v,p47s,p47v,p48s,p48v,p49s,p49v,p50s,p50v,p51s,p51v,p52s,p52v,p53s,p53v,p54s,p54v,p55s,p55v,p56s,p56v,p57s,p57v,p58s,p58v,p59s,p59v,p60s,p60v,p61s,p61v,p62s,p62v,p63s,p63v,p64s,p64v,p65s,p65v,p66s,p66v,p67s,p67v,p68s,p68v,p69s,p69v,p70s,p70v,p71s,p71v,p72s,p72v,p73s,p73v,p74s,p74v,p75s,p75v,p76s,p76v,p77s,p77v,p78s,p78v,p79s,p79v,p80s,p80v,p81s,p81v,p82s,p82v,p83s,p83v,p84s,p84v,p85s,p85v,p86s,p86v,p87s,p87v,p88s,p88v,p89s,p89v,p90s,p90v,p91s,p91v,p92s,p92v,p93s,p93v,p94s,p94v,p95s,p95v,p96s,p96v,p97s,p97v,p98s,p98v,p99s,p99v,p100s,p100v,p101s,p101v,p102s,p102v,p103s,p103v,p104s,p104v,p105s,p105v,p106s,p106v,p107s,p107v,p108s,p108v,p109s,p109v,p110s,p110v,p111s,p111v,p112s,p112v,p113s,p113v,p114s,p114v,p115s,p115v,p116s,p116v
Czech Republic,1998,2,Jihlava,37204,0,1,,,0,7575,,,,,,,,,,,0,7988,,,,,,,,,,,,,,,0,6817,,,,,,,,,,,,,0,14824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,1998,2,Jicin,39436,0,1,,,0,8157,,,,,,,,,,,0,15852,,,,,,,,,,,,,,,0,5692,,,,,,,,,0,2302,,,0,7433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,1998,2,Frydek-Mistek,30446,0,1,,,0,6817,,,,,,,,,,,0,5479,,,,,,,,,,,,,,,0,5550,,,,,,,,,,,0,4033,0,7148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,1998,2,Hodonin,38121,0,1,,,0,10130,,,,,,,,,,,0,7928,,,,,,,,,,,,,,,0,6979,,,,,,,,,,,,,0,13084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,1998,2,Cesky Krumlov,36928,0,1,,,0,9445,,,,,,,,,,,0,12019,,,,,,,,,,,,,,,0,5102,,,,,,,,,,,0,3973,0,6389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,1998,2,Bruntal,29169,0,1,,,0,4533,,,,,,,,,,,0,5282,,,,,,,,,,,,,,,0,7852,,,,,,,,,,,0,6810,0,3976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,1998,2,Brno-venkov,35936,0,1,,,0,6007,,,,,,,,,,,0,11062,,,,,,,,,,,,,,,0,8505,,,,,,,,,,,,,0,7995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,1998,2,Blansko,41757,0,1,,,0,9380,,,,,,,,,,,0,7685,,,,,,,,,,,,,,,0,8105,,,,,,,,,,,,,0,16587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,1998,2,Brno-mesto,28626,0,1,,,0,6955,,,,,,,,,,,0,9562,0,1694,,,,,,,,,,,,,0,3540,,,,,,,,,,,,,0,6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,1998,2,Beroun,44766,0,1,,,0,8378,,,,,,,,,,,0,13650,,,,,,,,,,,,,,,0,6016,,,,,,,,,,,,,0,16722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,1998,1,Zapadocesky,489839,15,,0,7113,6,160337,1,33399,0,20854,,,,,,,5,135864,0,4501,,,0,7216,0,19180,,,,,,,2,57451,,,0,1301,,,1,40988,0,1635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,1998,1,Vychodocesky,744252,23,,0,9290,8,222861,3,86011,0,27413,,,,,,,8,206396,0,7661,,,0,13430,0,24397,,,,,,,2,74440,,,0,1950,,,2,67491,0,2912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,1998,1,Stredocesky,668819,20,,0,7238,8,218674,1,43455,0,26034,,,,,,,7,200217,0,6982,,,0,9651,0,22531,,,,,,,2,77018,,,0,2514,,,2,52816,0,1689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,1998,1,Severomoravsky,1088630,34,,0,12421,16,424327,3,99522,0,47235,,,,,,,9,245567,0,10891,,,0,12439,0,31794,,,,,,,4,122627,,,0,2378,0,9159,2,68024,0,2246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,1998,1,Severocesky,634687,20,,0,9045,8,220318,1,26251,0,38768,,,,,,,6,166694,0,5731,,,0,9066,0,25179,,,,,,,3,79937,,,0,1906,,,2,49518,0,2274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,1998,1,Praha,721832,22,,0,5472,6,169202,1,44418,0,15494,,,,,,,11,306396,0,3528,,,0,14216,0,12909,,,,,,,1,50451,,,0,1514,,,3,96564,0,1668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,1998,1,Jihomoravsky,1208143,39,,0,11938,14,384358,6,163062,0,43054,,,,,,,10,277767,0,8724,,,0,13524,0,34883,,,,,,,5,149084,,,0,2422,0,13123,4,102893,0,3311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,1998,1,Jihocesky,413303,13,,0,4626,5,128583,1,40895,0,14113,,,,,,,4,117110,0,3963,,,0,6889,0,12027,,,,,,,2,47542,,,0,803,,,1,35302,0,1450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,1998,1,Czech Republic,584681,15,,,,3,125513,3,104600,,,,,,,,,3,123795,,,,,,,,,,,,,,,4,151532,,,,,,,2,79241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,2000,2,Zlin,20874,1,2,,,0,10226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,2000,2,Vsetin,20575,1,2,,,,,,,,,,,,,,,0,5931,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,2000,2,Trebic,25523,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8912,,,,,,,,,,,,,1,16611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,2000,2,Teplice,23292,1,2,,,,,,,,,,,,,,,1,13169,,,,,,,,,,,,,,,0,10123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,2000,2,Svitavy,21018,1,2,,,0,6973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,2000,2,Sumperk,14534,1,2,,,,,,,,,,,,,,,0,5995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,2000,2,Sokolov,11535,1,2,,,,,,,,,,,,,,,0,5215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,2000,2,Rokycany,25012,1,2,,,,,,,,,,,,,,,1,15199,,,,,,,,,,,,,,,0,9813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,2000,2,Prostejov,29876,1,2,,,0,12517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,2000,2,Praha 8,17345,1,2,,,,,,,,,,,,,,,1,8959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,2000,2,Praha 2,22167,1,2,,,,,,,,,,,,,,,1,12036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,2000,2,Praha 12,20335,1,2,,,,,,,,,,,,,,,0,7676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,2000,2,Ostrava-mesto,17933,1,2,,,,,,,,,,,,,,,1,10317,,,,,,,,,,,,,,,0,7616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,2000,2,Opava,18734,1,2,,,,,,,,,,,,,,,0,8037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,2000,2,Nachod,20032,1,2,,,,,,,,,,,,,,,0,7537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,2000,2,Mlada Boleslav,25517,1,2,,,0,12703,,,,,,,,,,,1,12814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,2000,2,Litomerice,28551,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9447,,,,,,,,,,,,,1,19104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,2000,2,Karvina,20776,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10042,,,,,,,,,,,,,1,10734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,2000,2,Jablonec nad Nisou,21594,1,2,,,,,,,,,,,,,,,0,10498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,2000,2,Domazlice,19759,1,2,,,1,11084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,2000,2,Chrudim,22576,1,2,,,,,,,,,,,,,,,0,7950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,2000,2,Chomutov,18556,1,2,,,,,,,,,,,,,,,1,9943,,,,,,,,,,,,,,,0,8613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,2000,2,Ceske Budejovice,19839,1,2,,,,,,,,,,,,,,,1,10290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,2000,2,Brno-mesto,17649,1,2,,,,,,,,,,,,,,,0,6174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,2000,2,Breclav,26997,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8806,,,,,,,,,,,,,1,18191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,2000,2,Benesov,32925,1,2,,,,,,,,,,,,,,,0,8393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,2000,2,Zlin,32531,0,1,,,0,12771,,,,,,,,,,,0,4298,,,,,,,,,,,,,,,0,4424,,,,,,,,,,,,,0,11038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,2000,2,Vsetin,31444,0,1,,,0,2482,,,,,,,,,,,0,7713,,,,,,,,,,,,,,,0,3677,,,,,,,,,,,0,11774,0,5798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,2000,2,Trebic,30494,0,1,,,0,4753,,,,,,,,,,,0,6132,,,,,,,,,,,,,,,0,7608,,,,,,,,,,,,,0,10314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
